taxonID,acceptedNameUsageID,parentNameUsageID,scientificName,scientificNameAuthorship,taxonRank,taxonomicStatus,nomenclaturalStatus,namePublishedIn,taxonRemarks,modified
1152855,1152855,1152841,"Dinotoperla duplex","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152856,1152856,1152841,"Dinotoperla eucumbene","McLellan, 1971","species","valid",,"McLellan. 1971. A Revision of Australian Gripopterygidae (Insecta: Plecoptera). Australian Journal of Zoology Supplementary Series (Aust. J. Zool. Suppl.) 2:1-79",,"2013-09-04T10:14:00"
1152857,1152856,1152841,"Dinotoperla arenaria","Hynes, 1974","species","junior synonym",,"Hynes. 1974. Comments on the taxonomy of Australian Austroperlidae and Gripopterygidae (Plecoptera). Australian Journal of Zoology Supplementary Series (Aust. J. Zool. Suppl.) 29:1-36",,"2013-07-20T16:40:00"
1152858,1152858,1152841,"Dinotoperla eungella","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152859,1152859,1152841,"Dinotoperla hirsuta","McLellan, 1971","species","valid",,"McLellan. 1971. A Revision of Australian Gripopterygidae (Insecta: Plecoptera). Australian Journal of Zoology Supplementary Series (Aust. J. Zool. Suppl.) 2:1-79","eucumbene?","2013-09-04T10:14:00"
1152860,1152860,1152841,"Dinotoperla carpenteri","Tillyard, 1921","species","valid",,"Tillyard. 1921. The wing venation of the Leptoperlidae (Perlaria) with description of a new species of the genus Dinotoperla from Australia. Transactions and Proceedings of the Royal Society of South Australia (Trans. Proc. R. Soc. S. Aust.) 45:270-274",,"2013-09-04T10:14:00"
1152861,1152861,1152841,"Dinotoperla evansi","Kimmins, 1951","species","valid",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152862,1152862,1152841,"Dinotoperla fasciata","Tillyard, 1924","species","valid",,"Tillyard. 1924. New Genera and Species of Australian Stone-Flies (Order Perlaria). Transactions and Proceedings of the Royal Society of South Australia (Trans. Proc. R. Soc. S. Aust.) 48:192-195",,"2013-09-04T10:14:00"
1152863,1152863,1152841,"Dinotoperla fontana","Kimmins, 1951","species","valid",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152864,1152863,1152841,"Dinotoperla nigricoxa","Kimmins, 1951","species","junior synonym",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152865,1152865,1152841,"Dinotoperla hybrida","Theischinger, 1984","species","valid",,"Theischinger. 1984. New and little known stoneflies (Plecoptera: Gripopterygidae) from Queensland and Victoria. Australian Entomological Magazine 10(6):93-98",,"2013-07-20T16:40:00"
1152866,1152866,1152841,"Dinotoperla inermis","Theischinger, 1988","species","valid",,"Theischinger. 1988. New and little known species of stoneflies from Australia (Insecta: Plecoptera). Stapfia 17:147-157",,"2013-07-20T16:40:00"
1152867,1152867,1152841,"Dinotoperla kirrama","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152868,1152868,1152841,"Dinotoperla leonardi","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152869,1152869,1152841,"Dinotoperla marmorata","Hynes, 1976","species","valid",,"Hynes. 1976. Tasmanian Antarctoperlaria (Plecoptera). Australian Journal of Zoology (Aust. J. Zool.) 24(1):115-143",,"2013-07-20T16:40:00"
1152870,1152870,1152841,"Dinotoperla parabrevipennis","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152871,1152871,1152841,"Dinotoperla pseudodolichoprocta","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152872,1152872,1152841,"Dinotoperla schneiderae","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152873,1152873,1152841,"Dinotoperla serricauda","Kimmins, 1951","species","valid",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152874,1152873,1152841,"Dinotoperla fusca","Kimmins, 1951","species","junior synonym",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152875,1152875,1152841,"Dinotoperla thwaitesi","Kimmins, 1951","species","valid",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93","syn. of serricauda McLellan 1971; not syn. Yule 1984 p.201","2013-09-04T10:14:00"
1152876,1152876,1152841,"Dinotoperla spinosa","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152877,1152877,1152841,"Dinotoperla subserricauda","Theischinger, 1988","species","valid",,"Theischinger. 1988. New and little known species of stoneflies from Australia (Insecta: Plecoptera). Stapfia 17:147-157",,"2013-07-20T16:40:00"
1152878,1152878,1152841,"Dinotoperla uniformis","Kimmins, 1951","species","valid",,"Kimmins. 1951. A revision of the Australian and Tasmanian Gripopterygidae and Nemouridae (Plecoptera). Bulletin of the British Museum (Natural History) Entomology (Bull. Br. Mus. Nat. Hist. Ent.) 2(2):45-93",,"2013-09-04T10:14:00"
1152879,1152879,1152841,"Dinotoperla vulcanica","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152880,1152880,1152841,"Dinotoperla wanungra","Theischinger, 1982","species","valid",,"Theischinger. 1982. New and little known dinotoperline stoneflies from Australia (Insecta: Plecoptera: Gripopterygidae). Memoirs of the Queensland Museum (Mem.Queensl.Mus.) 20(3):489-525",,"2013-07-20T16:40:00"
1152881,1152881,1152840,"Alfonsoperla","McLellan & Zwick, 2007","genus","valid",,"McLellan & Peter Zwick. 2007. New species of and keys to South American Gripopterygidae (Plecoptera)  . Illiesia: International Journal of Stonefly Research (Illiesia) 3(4):20-42",,"2013-07-20T16:40:00"
1152882,1152882,1152881,"Alfonsoperla flinti","McLellan & Zwick, 2007","species","valid",,"McLellan & Peter Zwick. 2007. New species of and keys to South American Gripopterygidae (Plecoptera)  . Illiesia: International Journal of Stonefly Research (Illiesia) 3(4):20-42",,"2013-07-20T16:40:00"
1152883,1152883,1152819,"Zelandoperlinae","McLellan, 1977","subfamily","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152884,1152884,1152883,"Notoperlopsis","Illies, 1963","genus","valid",,"Illies. 1963. Revision der südamerikanischen Gripopterygidae (Plecoptera). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 36:145-248, 51 figs.",,"2013-07-20T16:40:00"
1152885,1152885,1152884,"Notoperlopsis femina","Illies, 1963","species","valid",,"Illies. 1963. Revision der südamerikanischen Gripopterygidae (Plecoptera). Mitteilungen der Schweizerischen Entomologischen Gesellschaft (Mitt. Schweiz. ent. Ges.) 36:145-248, 51 figs.",,"2013-07-20T16:40:00"
1152886,1152886,1152883,"Zelandoperlini","McLellan, 1977","tribe","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152887,1152887,1152886,"Zelandoperla","Tillyard, 1923","genus","valid",,"Tillyard. 1923. The stone-flies of New Zealand (Order Perlaria), with descriptions of new genera and species. Article 18. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 54(18):197-217",,"2013-09-04T10:14:00"
1152888,1152888,1152887,"Zelandoperla decorata","Tillyard, 1923","species","valid",,"Tillyard. 1923. The stone-flies of New Zealand (Order Perlaria), with descriptions of new genera and species. Article 18. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 54(18):197-217",,"2013-09-04T10:14:00"
1152889,1152889,1152887,"Zelandoperla agnetis","McLellan, 1967","species","valid",,"McLellan. 1967. New Gripopterygids (Plecoptera) of New Zealand. Transactions of the Royal Society of New Zealand (Zoology) (Trans. R. Soc. N. Z. (Zool.)) 9(1):1-15",,"2013-09-04T10:14:00"
1152890,1152890,1152887,"Zelandoperla denticulata","McLellan, 1967","species","valid",,"McLellan. 1967. New Gripopterygids (Plecoptera) of New Zealand. Transactions of the Royal Society of New Zealand (Zoology) (Trans. R. Soc. N. Z. (Zool.)) 9(1):1-15",,"2013-09-04T10:14:00"
1152891,1152891,1152887,"Zelandoperla fenestrata","Tillyard, 1923","species","valid",,"Tillyard. 1923. The stone-flies of New Zealand (Order Perlaria), with descriptions of new genera and species. Article 18. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 54(18):197-217",,"2013-09-04T10:14:00"
1152892,1152892,1152887,"Zelandoperla maculata","(Hare, 1910)","species","invalid","dubimum","Hare. 1910. Some additions to the Perlidae, Neuroptera-Planipennia, and Trichoptera of New Zealand. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 42(Art. 5):29-33","Claassen 1940; Nomen dubium","2013-09-04T10:14:00"
1152893,1152893,1152887,"Zelandoperla pennulata","McLellan, 1967","species","valid",,"McLellan. 1967. New Gripopterygids (Plecoptera) of New Zealand. Transactions of the Royal Society of New Zealand (Zoology) (Trans. R. Soc. N. Z. (Zool.)) 9(1):1-15",,"2013-09-04T10:14:00"
1152894,1152894,1152887,"Zelandoperla tillyardi","McLellan, 1999","species","valid",,"McLellan. 1999. A revision of Zelandoperla Tillyard (Plecoptera: Gripopterygidae: Zelandoperlinae). New Zealand Journal of Zoology (N. Z. J. Zool.) 26(3):199-219",,"2013-07-20T16:40:00"
1152895,1152895,1152886,"Rungaperla","McLellan, 1977","genus","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152896,1152896,1152895,"Rungaperla campbelli","(Illies, 1963)","species","valid",,"Illies. 1963. The Plecoptera of the Auckland and Campbell Islands. Records of the Dominion Museum (Rec. Domin. Mus.) 4:255-265",,"2013-07-20T16:40:00"
1152897,1152897,1152895,"Rungaperla longicauda","(Illies, 1963)","species","valid",,"Illies. 1963. The Plecoptera of the Auckland and Campbell Islands. Records of the Dominion Museum (Rec. Domin. Mus.) 4:255-265",,"2013-07-20T16:40:00"
1152898,1152898,1152883,"Megaleptoperlini","McLellan, 1977","tribe","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152899,1152899,1152898,"Megaleptoperla","Tillyard, 1923","genus","valid",,"Tillyard. 1923. The stone-flies of New Zealand (Order Perlaria), with descriptions of new genera and species. Article 18. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 54(18):197-217",,"2013-07-20T16:40:00"
1152900,1152900,1152899,"Megaleptoperla grandis","(Hudson, 1913)","species","valid",,"Hudson. 1913. Description of a new species of Perla (stonefly) in New Zealand. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 45:51",,"2013-07-20T16:40:00"
1152901,1152901,1152899,"Megaleptoperla diminuta","Kimmins, 1938","species","valid",,"Kimmins. 1938. Notes on the Plecoptera of New Zealand, with descriptions of new species. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 11 2:561-580",,"2013-07-20T16:40:00"
1152902,1152902,1152883,"Acroperlini","McLellan, 1977","tribe","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152903,1152903,1152902,"Acroperla","McLellan, 1977","genus","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152904,1152904,1152903,"Acroperla flavescens","(Kimmins, 1938)","species","valid",,"Kimmins. 1938. Notes on the Plecoptera of New Zealand, with descriptions of new species. Annals and Magazine of Natural History (Ann. Mag. nat. Hist.) 11 2:561-580","McLellan 1998 p.188","2013-07-20T16:40:00"
1152905,1152905,1152903,"Acroperla christinae","McLellan, 1998","species","valid",,"McLellan. 1998. A revision of Acroperla (Plecoptera: Zelandoperlinae) and removal of species to Taraperla new genus. New Zealand Journal of Zoology (N. Z. J. Zool.) 25:185-203",,"2013-07-20T16:40:00"
1152906,1152906,1152903,"Acroperla spiniger","(Tillyard, 1923)","species","valid",,"Tillyard. 1923. The stone-flies of New Zealand (Order Perlaria), with descriptions of new genera and species. Article 18. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 54(18):197-217",,"2013-07-20T16:40:00"
1152907,1152907,1152903,"Acroperla samueli","McLellan, 1977","species","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152908,1152908,1152903,"Acroperla trivacuata","(Tillyard, 1923)","species","valid",,"Tillyard. 1923. The stone-flies of New Zealand (Order Perlaria), with descriptions of new genera and species. Article 18. Transactions of the New Zealand Institute (Trans. New Zeal. Inst.) 54(18):197-217",,"2013-07-20T16:40:00"
1152909,1152909,1152902,"Apteryoperla","Wisely, 1953","genus","valid",,"Wisely. 1953. Two wingless alpine stoneflies (Order Plecoptera) from southern New Zealand. Bulletin Rec. Cant. Museum (Bull. Rec. Cant. Mus.) 6(3):219-231",,"2013-07-20T16:40:00"
1152910,1152910,1152909,"Apteryoperla lakiula","McLellan, 2003","species","valid",,"McLellan. 2003. Six new species and a new genus of stoneflies (Plecoptera) from New Zealand. New Zealand Journal of Zoology (N. Z. J. Zool.) 30:101-113",,"2013-07-20T16:40:00"
1152911,1152911,1152909,"Apteryoperla illiesi","McLellan, 1977","species","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152912,1152912,1152909,"Apteryoperla monticola","Wisely, 1953","species","valid",,"Wisely. 1953. Two wingless alpine stoneflies (Order Plecoptera) from southern New Zealand. Bulletin Rec. Cant. Museum (Bull. Rec. Cant. Mus.) 6(3):219-231",,"2013-07-20T16:40:00"
1152913,1152913,1152909,"Apteryoperla nancyae","McLellan, 1977","species","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152914,1152914,1152909,"Apteryoperla ramsayi","McLellan, 1977","species","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152915,1152915,1152909,"Apteryoperla tillyardi","McLellan, 1977","species","valid",,"McLellan. 1977. New alpine and southern Plecoptera from New Zealand and a new classification of the Gripopterygidae. New Zealand Journal of Zoology (N. Z. J. Zool.) 4(2):119-147",,"2013-07-20T16:40:00"
1152916,1152916,1152902,"Aucklandobius","Enderlein, 1909","genus","valid",,"Enderlein. 1909. Über die Plecopteren-Subfamilie Antarctoperline und eine neue Gattung derselben von den Auckland-Inseln. 18. Beitrag zur Kenntnis der antarktischen Fauna. Deutsche Entomologische Zeitschrift (Dtsch.Entomol.Z.) 1909:679-684",,"2013-07-20T16:40:00"
1152917,1152917,1152916,"Aucklandobius complementarius","Enderlein, 1909","species","valid",,"Enderlein. 1909. Über die Plecopteren-Subfamilie Antarctoperline und eine neue Gattung derselben von den Auckland-Inseln. 18. Beitrag zur Kenntnis der antarktischen Fauna. Deutsche Entomologische Zeitschrift (Dtsch.Entomol.Z.) 1909:679-684",,"2013-07-20T16:40:00"
